DATE;Mapped_GCK;Sales_EUR
04.11.2020;#16;0
13.11.2020;#5;141719,05
26.11.2020;#5;7898480,49
12.11.2020;#5;0
26.11.2020;#3;3837647,34
24.11.2020;#6;0
13.11.2020;#4;115674,39
11.11.2020;#4;0
27.11.2020;#5;0
09.11.2020;#5;0
09.11.2020;#3;0
17.11.2020;#3;0
23.11.2020;#8;18853,96
30.11.2020;#20;0
29.12.2021;#1;0
30.12.2021;#1;8966,8
20.11.2020;#36;1460,76
02.11.2020;#36;0
29.11.2020;#5;0
06.11.2020;#36;0
26.11.2020;#36;1043,28
19.03.2020;#20;0
13.03.2020;#20;249
31.12.2021;#1;0
13.03.2020;#12;133185,89
04.03.2020;#13;0
03.03.2020;#9;0
20.03.2020;#12;0
24.03.2020;#13;406,25
20.03.2020;#9;375
10.03.2020;#8;0
23.03.2020;#8;0
05.03.2020;#8;0
17.03.2020;#8;0
22.03.2020;#5;0
09.07.2020;#16;44755,45
10.07.2020;#16;86283,87
14.07.2020;#16;21600
29.07.2020;#36;0
21.07.2020;#36;0
31.07.2020;#36;876
23.07.2020;#11;0
14.07.2020;#11;0
10.07.2020;#5;226131,67
29.07.2020;#3;4387846,85
22.07.2020;#6;0
14.07.2020;#6;0
07.07.2020;#6;0
29.07.2020;#6;235588,12
21.07.2020;#4;0
20.07.2020;#4;0
03.07.2020;#4;0
30.07.2020;#4;0
14.07.2020;#3;0
01.01.2022;#1;33522465,59
02.01.2022;#1;0
10.07.2020;#3;1437591,61
06.07.2020;#12;0
14.07.2020;#12;0
02.07.2020;#12;0
25.07.2020;#3;0
03.01.2022;#1;0
04.01.2022;#1;-90102,6
05.01.2022;#1;2279,79
06.01.2022;#1;0
08.07.2020;#9;0
10.07.2020;#13;1100,1
22.07.2020;#12;0
10.07.2020;#12;34739
06.07.2020;#13;0
31.07.2020;#13;4050
24.07.2020;#14;0
27.07.2020;#36;0
07.05.2020;#36;0
15.05.2020;#36;5228,02
26.05.2020;#11;0
19.05.2020;#11;0
27.05.2020;#36;2846,2
20.05.2020;#4;0
29.05.2020;#5;1953595,91
27.05.2020;#8;154011,13
15.05.2020;#5;1609220,68
25.05.2020;#3;0
15.05.2020;#20;390
07.01.2022;#1;0
08.01.2022;#1;0
10.01.2022;#1;0
15.05.2020;#12;20863,5
12.05.2020;#12;0
27.05.2020;#13;0
29.05.2020;#8;325300,99
27.08.2019;#16;0
22.08.2019;#16;77889,3
30.08.2019;#16;0
08.08.2019;#11;0
21.08.2019;#11;0
09.08.2019;#6;-5720,89
02.08.2019;#6;0
28.08.2019;#4;74784,69
08.08.2019;#4;0
07.08.2019;#4;0
08.08.2019;#5;0
08.08.2019;#3;0
11.01.2022;#1;0
12.01.2022;#1;0
13.01.2022;#1;0
14.01.2022;#1;1620963,78
15.01.2022;#1;0
17.01.2022;#1;0
18.01.2022;#1;0
29.08.2019;#9;0
14.08.2019;#9;0
21.08.2019;#12;0
05.08.2019;#13;0
19.01.2022;#1;0
05.06.2019;#8;0
26.06.2019;#8;121931,55
12.06.2019;#6;0
25.06.2019;#36;0
28.05.2019;#16;42999,36
09.05.2019;#16;0
13.05.2019;#16;4993,8
08.05.2019;#16;0
29.05.2019;#11;0
23.05.2019;#11;215820
21.05.2019;#6;0
23.05.2019;#6;49296,03
07.05.2019;#6;0
20.05.2019;#6;0
23.05.2019;#4;51979,9
29.05.2019;#4;0
10.05.2019;#4;30846,35
24.05.2019;#4;0
31.05.2019;#3;2855725,51
28.05.2019;#3;3580134,44
22.05.2019;#3;0
20.01.2022;#1;0
21.01.2022;#1;533545,44
22.01.2022;#1;0
21.05.2019;#12;0
03.05.2019;#12;0
23.01.2022;#1;0
03.05.2019;#9;0
17.05.2019;#9;0
28.05.2019;#14;16200
07.05.2019;#12;0
10.05.2019;#20;0
08.05.2019;#12;0
10.05.2019;#14;1620
17.05.2019;#13;1292
02.05.2019;#13;0
07.05.2019;#8;0
06.05.2019;#8;0
26.03.2019;#16;0
01.04.2019;#16;0
25.03.2019;#36;0
15.03.2019;#6;57826,19
12.03.2019;#6;0
08.03.2019;#6;9842,65
13.03.2019;#6;0
28.03.2019;#5;0
22.03.2019;#8;78021,4
22.03.2019;#3;3501889,41
08.03.2019;#3;1018544,58
21.03.2019;#3;0
18.03.2019;#3;0
24.01.2022;#1;153074,86
25.01.2022;#1;0
26.01.2022;#1;0
01.04.2019;#12;21813,27
27.03.2019;#12;0
06.03.2019;#12;0
13.03.2019;#13;0
29.03.2019;#14;7535,25
03.04.2019;#9;0
27.03.2019;#8;181744,52
29.03.2019;#8;136126,81
06.03.2019;#36;0
09.03.2019;#8;0
27.08.2019;#9;0
30.08.2019;#8;28016,5
16.08.2019;#8;147813,81
22.08.2019;#8;0
13.08.2019;#36;0
09.08.2019;#36;291
27.08.2019;#36;0
27.01.2022;#1;1391550,31
28.01.2022;#1;0
29.01.2022;#1;0
31.01.2022;#1;809164,89
01.02.2022;#1;32492828,27
02.02.2022;#1;-61910,64
03.02.2022;#1;0
04.02.2022;#1;0
05.02.2022;#1;0
07.02.2022;#1;0
08.02.2022;#1;0
09.02.2022;#1;0
10.02.2022;#1;0
11.02.2022;#1;1089528,53
12.02.2022;#1;0
16.12.2021;#12;0
18.12.2021;#11;0
22.12.2021;#3;4520489,73
02.12.2021;#4;-733,07
20.12.2021;#3;0
07.12.2021;#3;0
31.12.2021;#3;0
21.12.2021;#3;0
01.07.2021;#16;0
12.04.2021;#4;-1200
14.02.2022;#1;0
15.02.2022;#1;0
16.02.2022;#1;0
03.12.2021;#16;29760
17.02.2022;#1;0
18.02.2022;#1;1333550,52
19.02.2022;#1;0
21.02.2022;#1;346853,85
10.12.2021;#3;3554270,54
10.12.2021;#11;1639012,71
20.12.2021;#5;0
09.12.2021;#6;0
10.12.2021;#6;10311,25
06.12.2021;#4;0
28.12.2021;#4;6370,51
01.12.2021;#5;-4010,49
03.12.2021;#3;0
27.12.2021;#3;-450
03.05.2021;#16;289,12
19.04.2021;#16;34355,33
07.04.2021;#16;0
28.04.2021;#5;3711356,35
30.04.2021;#36;2057,09
19.04.2021;#11;0
22.04.2021;#6;0
06.04.2021;#6;0
22.04.2021;#4;0
01.04.2021;#4;-1283,39
23.04.2021;#3;3028787,81
20.04.2021;#3;0
09.04.2021;#3;0
02.04.2021;#3;0
28.04.2021;#8;373893,23
12.04.2021;#20;0
15.04.2021;#8;0
22.02.2022;#1;0
23.02.2022;#1;0
24.02.2022;#1;947327,33
08.12.2021;#16;29916,49
13.04.2021;#16;0
23.04.2021;#9;838,96
25.02.2022;#1;0
26.02.2022;#1;0
27.02.2022;#1;0
28.02.2022;#1;144898,47
01.03.2022;#12;4376,82
01.03.2022;#1;33406102,21
02.03.2022;#5;0
21.02.2022;#11;450805
17.02.2022;#11;0
10.02.2022;#11;0
01.03.2022;#11;0
14.02.2022;#11;0
24.02.2022;#36;5155
18.02.2022;#16;1752,6
16.02.2022;#16;380,88
28.02.2022;#4;24449,47
23.02.2022;#4;0
03.02.2022;#4;0
25.02.2022;#5;-18320
23.02.2022;#3;0
07.02.2022;#3;0
14.02.2022;#13;0
21.02.2022;#13;7200
18.02.2022;#8;189762,46
14.02.2022;#12;0
15.02.2022;#8;0
02.03.2022;#1;-3677,25
03.03.2022;#1;0
04.03.2022;#1;0
05.03.2022;#1;0
06.03.2022;#1;0
07.03.2022;#1;0
02.03.2022;#4;-428,74
28.02.2022;#12;16350
08.03.2022;#1;0
17.08.2021;#11;0
13.08.2021;#11;304507,17
09.08.2021;#11;0
16.08.2021;#11;0
26.08.2021;#11;0
27.08.2021;#3;1887421,65
26.08.2021;#5;0
20.08.2021;#5;473012,14
19.08.2021;#5;0
26.08.2021;#3;0
09.03.2022;#1;0
10.03.2022;#1;0
11.03.2022;#1;1471812,2
12.03.2022;#1;0
14.03.2022;#1;0
15.03.2022;#1;0
10.08.2021;#9;0
18.08.2021;#13;0
29.08.2021;#14;0
19.08.2021;#6;0
27.08.2021;#8;168779,86
30.08.2021;#8;0
02.09.2021;#20;0
16.03.2022;#1;0
17.03.2022;#1;0
08.04.2022;#5;177952,39
26.04.2022;#3;0
13.04.2022;#3;0
18.04.2022;#3;0
18.03.2022;#1;995565,35
19.03.2022;#1;0
20.03.2022;#1;0
21.03.2022;#1;0
22.03.2022;#1;0
15.04.2022;#20;3927,93
04.04.2022;#8;0
22.04.2022;#8;293819,05
06.04.2022;#5;0
06.04.2022;#8;0
14.04.2022;#5;0
20.04.2022;#20;0
31.01.2022;#11;0
27.01.2022;#11;853863
26.01.2022;#11;0
21.01.2022;#5;362348,73
27.01.2022;#5;2918480,84
26.01.2022;#6;0
05.01.2022;#6;0
28.01.2022;#6;0
17.01.2022;#4;0
24.01.2022;#4;46317,19
05.01.2022;#4;0
06.01.2022;#5;0
07.01.2022;#5;0
25.01.2022;#3;0
17.01.2022;#3;0
23.03.2022;#1;0
24.03.2022;#1;1442087,71
25.03.2022;#1;0
31.01.2022;#9;0
31.01.2022;#13;0
29.04.2022;#13;738
26.01.2022;#14;0
14.01.2022;#14;1410
15.09.2021;#16;0
28.09.2021;#5;2677295,3
06.09.2021;#5;0
23.09.2021;#5;6743843,81
23.09.2021;#36;20157,9
30.09.2021;#11;388655,33
22.09.2021;#11;0
04.10.2021;#16;0
01.10.2021;#16;6020
13.09.2021;#5;1157244,15
09.09.2021;#6;0
07.09.2021;#4;0
08.09.2021;#4;0
29.09.2021;#5;0
27.09.2021;#5;0
16.09.2021;#5;0
22.09.2021;#3;0
21.09.2021;#5;0
03.09.2021;#5;0
23.09.2021;#12;159909,22
26.09.2021;#3;0
01.10.2021;#3;0
26.03.2022;#1;0
28.03.2022;#1;0
07.09.2021;#12;0
29.03.2022;#1;2197594,4
30.03.2022;#1;0
22.04.2021;#12;0
14.04.2021;#14;0
23.04.2021;#8;64658,53
01.04.2021;#12;7134,75
29.04.2021;#36;0
30.04.2021;#9;3230
27.04.2021;#14;0
19.04.2021;#8;0
23.04.2021;#36;46034
09.04.2021;#20;0
12.03.2020;#16;20327,1
26.03.2020;#16;7265
27.03.2020;#16;7600
10.03.2020;#11;0
02.03.2020;#5;0
12.03.2020;#5;0
11.03.2020;#5;0
23.03.2020;#6;0
13.03.2020;#4;51613,64
17.03.2020;#4;0
05.03.2020;#4;0
02.04.2020;#4;-254,23
25.03.2020;#4;0
12.03.2020;#4;0
18.03.2020;#5;0
13.03.2020;#3;3711374,86
19.03.2020;#5;0
03.03.2020;#3;0
31.03.2022;#1;710922,41
14.02.2020;#36;7892,4
14.02.2020;#11;10380
17.02.2020;#11;0
28.02.2020;#11;0
12.02.2020;#16;0
26.02.2020;#16;3671,14
06.02.2020;#16;0
25.02.2020;#5;0
26.02.2020;#6;0
28.02.2020;#6;574283,94
19.02.2020;#6;0
21.02.2020;#4;83584,87
10.02.2020;#4;0
13.02.2020;#3;0
19.02.2020;#3;0
01.04.2022;#1;35469756,27
14.02.2020;#12;129138,1
02.04.2022;#1;0
04.04.2022;#1;-82992,79
14.02.2020;#14;4150
05.02.2020;#12;0
03.02.2020;#12;21883,1
24.02.2020;#13;0
19.02.2020;#12;0
25.02.2020;#8;0
05.02.2020;#8;0
09.04.2019;#16;0
15.04.2019;#16;9250
02.04.2019;#16;0
25.04.2019;#6;0
26.04.2019;#6;2407
30.04.2019;#36;555
11.04.2019;#4;0
12.04.2019;#4;154140,44
15.04.2019;#4;0
10.04.2019;#4;0
29.04.2019;#5;0
05.04.2019;#3;0
11.04.2019;#3;0
05.04.2022;#1;0
06.04.2022;#1;0
07.04.2022;#1;0
26.04.2019;#12;0
17.04.2019;#12;0
12.04.2019;#20;452,76
04.05.2019;#9;0
11.04.2019;#12;0
08.04.2019;#13;0
23.04.2019;#20;527
04.05.2019;#13;0
24.02.2020;#3;0
03.02.2020;#9;0
08.04.2022;#1;1532634,67
09.04.2022;#1;0
04.04.2019;#20;0
16.03.2021;#16;0
05.03.2021;#36;0
03.03.2021;#5;43791,62
31.03.2021;#11;0
12.03.2021;#11;354201
03.03.2021;#11;0
18.03.2021;#11;0
16.03.2021;#11;0
03.03.2021;#16;0
04.03.2021;#6;0
10.03.2021;#6;0
11.03.2021;#6;0
02.03.2021;#6;0
17.03.2021;#6;0
26.03.2021;#6;0
19.03.2021;#4;95999,83
04.03.2021;#4;0
02.03.2021;#5;-43791,62
05.03.2021;#5;-253,61
03.03.2021;#9;0
11.04.2022;#1;0
12.03.2021;#12;131840,11
08.03.2021;#12;0
02.03.2021;#12;0
12.03.2021;#13;11768,16
12.03.2021;#14;4908,4
09.03.2021;#9;0
29.06.2021;#5;0
07.06.2021;#11;0
23.06.2021;#6;4326,4
16.06.2021;#6;0
02.07.2021;#4;-1513,09
15.06.2021;#4;0
08.06.2021;#5;0
10.06.2021;#5;0
21.06.2021;#5;0
28.06.2021;#3;3983015,17
26.06.2021;#3;0
12.04.2022;#1;0
13.04.2022;#1;0
14.04.2022;#1;0
15.04.2022;#1;1440272,67
16.04.2022;#1;0
30.06.2021;#12;69275
18.06.2021;#9;1175
28.06.2021;#14;5366,9
14.06.2021;#12;0
21.06.2021;#12;0
18.06.2021;#12;39591
20.06.2021;#20;0
09.06.2021;#12;0
28.06.2021;#13;0,02
02.06.2021;#13;0
25.06.2021;#12;0
30.06.2021;#20;1137,6
11.06.2021;#14;2900
23.06.2021;#8;317575,26
11.06.2021;#8;51654,74
07.06.2021;#8;0
16.06.2021;#8;0
15.06.2021;#8;0
04.06.2021;#11;0
18.04.2022;#1;0
19.04.2022;#1;0
23.03.2022;#9;0
18.03.2022;#11;901891,8
25.03.2022;#11;0
23.03.2022;#6;0
10.03.2022;#6;0
10.03.2022;#4;0
18.03.2022;#4;86207,75
23.03.2022;#5;0
21.03.2022;#5;0
15.03.2022;#3;0
03.03.2022;#3;0
19.03.2022;#5;0
28.03.2022;#3;0
10.03.2022;#8;0
20.03.2022;#3;0
06.03.2022;#14;0
24.03.2022;#12;58751
17.03.2022;#8;0
24.03.2022;#8;382848,49
08.03.2022;#8;0
28.03.2022;#8;0
22.03.2022;#8;0
20.04.2022;#1;0
21.04.2022;#1;0
22.04.2022;#1;1047080,59
23.04.2022;#1;0
24.04.2022;#1;0
02.01.2020;#16;0
23.07.2019;#16;0
25.07.2019;#16;50970
26.07.2019;#5;0
19.07.2019;#16;19673,5
24.07.2019;#6;63829,37
25.07.2019;#6;0
09.07.2019;#5;0
09.07.2019;#4;0
01.08.2019;#4;0
23.07.2019;#5;0
23.07.2019;#3;0
20.07.2019;#5;0
08.07.2019;#3;0
25.04.2022;#1;0
26.04.2022;#1;0
27.04.2022;#1;954169,29
17.07.2019;#14;0
29.07.2019;#9;1500
12.07.2019;#9;266,4
26.07.2019;#12;0
18.07.2019;#8;0
16.07.2019;#16;0
12.12.2019;#16;0
02.12.2019;#36;0
06.12.2019;#11;0
23.12.2019;#16;0
02.01.2020;#5;91437,47
23.12.2019;#6;63249,64
04.01.2020;#6;0
05.12.2019;#6;0
03.01.2020;#4;-1351,41
17.12.2019;#4;0
04.12.2019;#4;0
16.12.2019;#4;0
17.12.2019;#5;0
16.12.2019;#5;0
27.12.2019;#5;0
16.12.2019;#3;0
03.01.2020;#3;-2759,72
05.12.2019;#20;0
28.04.2022;#1;0
29.04.2022;#1;692282,42
30.04.2022;#1;0
13.12.2019;#12;172361
23.12.2019;#12;19062
03.12.2019;#13;0
10.12.2019;#12;0
03.01.2020;#12;0
11.12.2019;#12;0
20.12.2019;#12;0
20.12.2019;#8;0
17.12.2019;#8;-16630
30.12.2019;#8;0
03.01.2020;#8;0
04.01.2020;#8;0
23.10.2019;#8;0
23.10.2019;#20;0
23.10.2019;#36;0
22.10.2019;#11;0
29.10.2019;#11;220
28.11.2019;#11;0
23.10.2019;#16;83372
04.10.2019;#6;0
17.10.2019;#6;0
31.10.2019;#4;6813,17
25.10.2019;#4;0
02.10.2019;#4;0
28.10.2019;#4;0
18.10.2019;#4;0
01.10.2019;#5;0
17.10.2019;#5;0
04.11.2019;#3;0
28.10.2019;#13;0
10.10.2019;#12;0
24.10.2019;#14;-2851,45
08.10.2019;#12;0
09.10.2019;#12;0
29.10.2019;#14;4230
01.10.2019;#12;39177,75
02.10.2019;#8;2,27E-13
02.10.2019;#36;0
24.07.2019;#11;0
03.07.2019;#8;0
05.11.2019;#5;0
03.10.2019;#3;0
07.01.2022;#16;0
05.01.2022;#16;0
03.01.2022;#12;0
19.02.2021;#16;753
24.02.2021;#16;527,23
07.02.2020;#16;0
30.09.2021;#8;653360,98
15.11.2021;#9;0
19.11.2021;#11;388982,53
26.11.2021;#11;936127,12
25.11.2021;#11;0
11.11.2021;#11;0
15.11.2021;#6;0
15.11.2021;#4;0
26.11.2021;#4;118426,25
05.11.2021;#4;0
25.11.2021;#4;0
19.11.2021;#3;1848547,76
22.11.2021;#5;0
24.11.2021;#5;0
10.11.2021;#5;0
11.11.2021;#5;0
04.11.2021;#3;0
02.11.2021;#8;-1161,18
22.11.2021;#13;0
08.11.2021;#6;0
12.11.2021;#14;1762,2
26.11.2021;#8;146035,76
19.11.2021;#8;135446,15
08.11.2021;#8;0
23.11.2021;#8;113460,72
05.11.2021;#12;0
03.11.2021;#12;-1071,38
15.12.2020;#8;0
17.12.2020;#6;0
14.12.2020;#12;0
03.12.2020;#12;0
30.12.2020;#8;89004,53
07.12.2020;#8;0
21.12.2020;#5;0
01.12.2020;#8;0
09.12.2020;#5;0
02.12.2020;#5;0
09.12.2020;#36;0
05.01.2021;#3;-1675,72
01.12.2020;#5;0
12.01.2021;#16;0
19.01.2021;#16;0
07.01.2021;#16;10385,96
18.01.2021;#16;368
25.01.2021;#36;0
14.01.2021;#4;0
12.01.2021;#4;0
22.01.2021;#4;0
21.01.2021;#5;0
20.01.2021;#3;0
29.01.2021;#3;0
09.01.2021;#3;0
24.01.2021;#3;0
06.01.2021;#12;0
28.01.2021;#8;0
13.01.2021;#12;0
26.01.2021;#13;0
08.01.2021;#8;0
07.01.2021;#8;0
19.01.2021;#36;3950,1
17.01.2020;#3;2850479,34
08.01.2020;#36;0
17.01.2020;#4;20160,22
14.01.2020;#5;0
06.01.2020;#3;0
21.01.2020;#3;0
07.01.2020;#3;0
29.01.2020;#12;0
22.01.2020;#8;0
30.01.2020;#8;0
11.06.2020;#16;0
30.06.2020;#16;0
22.06.2020;#16;36000
02.07.2020;#5;108929,81
23.06.2020;#11;1634336
01.07.2020;#11;0
26.06.2020;#3;2930995,09
02.07.2020;#6;0
16.06.2020;#6;0
03.06.2020;#6;0
11.06.2020;#4;31283,93
22.06.2020;#4;0
16.06.2020;#4;0
15.06.2020;#3;0
10.06.2020;#3;0
18.06.2020;#3;0
05.06.2020;#3;0
17.06.2020;#12;0
19.06.2020;#9;213,2
18.06.2020;#13;0
25.06.2020;#8;0
28.09.2020;#11;1820538,6
01.10.2020;#11;0
17.09.2020;#16;1840
28.09.2020;#16;32229,6
18.09.2020;#16;13835
29.09.2020;#5;0
11.09.2020;#4;180872,79
26.09.2020;#4;0
03.09.2020;#4;0
08.09.2020;#4;0
29.09.2020;#4;0
26.09.2020;#5;0
15.09.2020;#3;0
10.09.2020;#3;0
21.09.2020;#9;0
27.09.2020;#3;0
21.09.2020;#12;0
30.09.2020;#9;1718,35
02.10.2020;#13;0
15.09.2020;#12;0
08.09.2020;#13;0
16.09.2020;#8;0
24.09.2020;#6;0
01.09.2020;#8;0
03.09.2020;#36;0
05.11.2019;#16;0
06.11.2019;#16;4021,61
15.11.2019;#36;3339
17.12.2020;#8;0
15.09.2020;#36;0
18.09.2020;#14;0
04.09.2020;#14;0
18.11.2019;#11;0
14.11.2019;#11;0
04.11.2019;#11;0
06.11.2019;#11;0
28.11.2019;#6;0
12.11.2019;#4;0
05.11.2019;#4;0
28.11.2019;#4;0
04.11.2019;#4;0
22.11.2019;#3;3219017,73
15.11.2019;#3;2954923,63
19.11.2019;#3;0
13.11.2019;#3;0
08.11.2019;#20;149
15.11.2019;#13;20274,04
29.11.2019;#13;1082,82
08.11.2019;#9;0
08.11.2019;#8;150431,04
21.11.2019;#8;0
18.12.2018;#16;4310721,63
28.12.2018;#5;424501,92
13.12.2018;#5;0
02.01.2019;#5;0
17.12.2018;#11;0
28.12.2018;#11;0
18.12.2018;#5;1830948,52
21.12.2018;#6;234679,14
21.12.2018;#4;162088,48
18.12.2018;#4;32483,95
13.12.2018;#4;0
07.12.2018;#4;0
08.12.2018;#5;0
20.12.2018;#3;0
12.12.2018;#3;0
02.01.2019;#12;21484
10.12.2018;#12;0
05.12.2018;#12;0
27.12.2018;#8;0
28.12.2018;#8;21149,18
06.12.2018;#8;0
29.01.2019;#16;110167
04.02.2019;#5;-13269,63
09.01.2019;#36;0
31.01.2019;#6;294879,78
18.01.2019;#6;65246,45
01.01.2019;#6;0
21.01.2019;#5;0
31.01.2019;#3;1130047,81
18.01.2019;#3;1613535,11
23.01.2019;#3;0
02.01.2019;#3;0
22.01.2019;#12;0
29.01.2019;#12;0
23.01.2019;#20;0
21.01.2019;#12;0
17.12.2018;#8;0
03.09.2021;#8;0
14.09.2021;#8;0
07.04.2020;#16;0
22.04.2020;#16;6214,64
21.04.2020;#16;0
30.04.2020;#5;1317163,9
28.04.2020;#6;393076,09
24.04.2020;#6;0
21.04.2020;#6;0
28.04.2020;#4;141904,19
29.04.2020;#4;0
06.04.2020;#4;0
24.04.2020;#5;0
04.05.2020;#5;0
28.04.2020;#3;2705938,26
20.04.2020;#3;0
05.05.2020;#3;-178,9
06.05.2020;#3;0
29.04.2020;#14;0
28.04.2020;#9;1851,85
15.04.2020;#12;0
10.04.2020;#12;3060
13.08.2020;#16;0
05.09.2019;#16;0
09.09.2019;#16;0
19.09.2019;#4;0
17.09.2019;#5;0
13.09.2019;#5;7972234,14
11.09.2019;#5;0
24.09.2019;#5;0
05.09.2019;#5;0
03.09.2019;#3;-2455,48
05.09.2019;#3;0
25.09.2019;#3;0
18.09.2019;#20;0
20.09.2019;#20;0
20.09.2019;#36;4520,44
10.09.2019;#12;0
13.09.2019;#12;49845,2
26.09.2019;#12;50455
12.09.2019;#12;0
26.09.2019;#14;5261,2
27.09.2019;#13;0
05.09.2019;#13;0
02.10.2019;#13;0
12.09.2019;#9;0
26.09.2019;#8;479851,81
30.09.2019;#8;164016,91
09.09.2019;#8;0
19.09.2019;#8;0
02.09.2019;#8;0
03.10.2019;#8;0
29.10.2019;#16;37906,1
13.02.2019;#3;-5029,88
15.02.2019;#3;1309867,49
12.02.2019;#5;0
25.02.2019;#3;0
01.02.2019;#5;0
14.02.2019;#12;0
06.02.2019;#9;0
08.02.2019;#13;3973,5
12.02.2019;#9;0
01.02.2019;#13;0
28.02.2019;#8;63324,78
01.03.2019;#8;0
11.02.2019;#8;0
01.02.2019;#8;0
14.02.2019;#5;0
28.11.2018;#5;3320171,97
20.11.2018;#5;0
22.11.2018;#3;0
02.11.2018;#3;0
08.11.2018;#12;0
30.11.2018;#12;0
15.11.2018;#13;0
12.11.2018;#12;0
09.11.2018;#36;-369,28
23.11.2018;#9;1875,9
01.11.2018;#36;0
09.11.2018;#8;13965,87
16.11.2018;#36;12593,69
22.11.2018;#8;0
14.11.2018;#36;0
01.11.2018;#8;0
27.11.2018;#5;0
25.05.2021;#16;0
28.05.2021;#16;111100
27.05.2021;#16;678,26
13.05.2021;#36;7843,64
31.05.2021;#11;0
12.05.2021;#11;0
17.05.2021;#16;0
29.05.2021;#5;0
27.05.2021;#6;19665
20.05.2021;#6;0
13.05.2021;#4;129990,05
07.05.2021;#4;0
27.05.2021;#4;17778,31
12.05.2021;#4;0
12.05.2021;#3;0
14.05.2021;#3;0
11.05.2021;#3;0
07.05.2021;#3;0
31.05.2021;#12;87784,23
31.05.2021;#9;950
26.05.2021;#12;0
12.05.2021;#12;0
06.05.2021;#12;0
20.05.2021;#12;0
28.05.2021;#8;0
17.05.2021;#8;0
17.12.2020;#16;0
10.12.2020;#16;28851
08.12.2020;#36;0
03.12.2020;#16;0
30.12.2020;#6;1023,53
28.12.2020;#6;302906,47
18.12.2020;#4;213740,47
03.12.2020;#4;0
15.12.2020;#4;0
30.12.2020;#4;1296,51
29.12.2020;#3;0
17.12.2020;#3;-11371,55
13.12.2020;#3;0
02.12.2020;#12;0
14.08.2020;#5;2460978,29
27.08.2020;#11;867830
05.08.2020;#11;0
15.08.2020;#16;0
04.08.2020;#5;0
13.08.2020;#6;0
31.08.2020;#4;38381,06
25.08.2020;#4;0
17.08.2020;#4;0
03.08.2020;#4;0
07.08.2020;#5;0
10.08.2020;#3;0
20.08.2020;#3;0
14.08.2020;#20;1865
13.08.2020;#20;0
14.08.2020;#12;3300
27.08.2020;#14;4232
19.08.2020;#13;0
10.08.2020;#12;0
11.08.2020;#12;0
07.08.2020;#8;0
27.08.2020;#8;336906,84
29.08.2020;#8;0
04.08.2020;#8;0
12.08.2020;#8;0
23.08.2020;#8;0
30.07.2019;#16;0
03.09.2019;#36;0
25.02.2019;#16;33070
15.02.2019;#16;102024,2
07.02.2019;#36;0
08.02.2019;#11;20770
28.02.2019;#11;0
07.02.2019;#11;0
21.02.2019;#6;103769
06.02.2019;#6;0
27.02.2019;#6;0
18.02.2019;#6;0
28.02.2019;#4;97041,34
04.03.2019;#4;-2249,46
08.02.2019;#36;435
16.11.2018;#16;0
22.11.2018;#16;1052,6
12.11.2018;#11;0
23.11.2018;#6;8470
12.11.2018;#6;0
26.11.2018;#6;0
29.11.2018;#4;0
12.11.2018;#4;0
16.10.2018;#3;0
09.10.2018;#5;0
23.10.2018;#5;0
02.10.2018;#3;0
19.10.2018;#3;0
19.10.2018;#9;0
26.10.2018;#20;0
09.10.2018;#12;0
23.10.2018;#13;0
10.10.2018;#13;0
29.10.2018;#14;0
26.10.2018;#12;0
15.10.2018;#8;0
09.10.2018;#8;0
11.10.2018;#8;0
24.10.2018;#6;69889,24
10.10.2018;#5;0
12.10.2018;#8;0
30.10.2018;#6;0
10.04.2019;#12;0
05.04.2019;#12;0
15.04.2019;#8;0
10.04.2019;#9;0
01.10.2018;#16;0
15.10.2018;#16;0
26.10.2018;#16;16684,4
19.10.2018;#36;0
31.10.2018;#11;0
09.10.2018;#11;0
15.10.2018;#6;0
31.10.2018;#4;228553,87
28.10.2018;#3;0
13.01.2022;#36;0
22.10.2021;#12;0
02.11.2021;#36;0
27.10.2021;#11;0
14.10.2021;#11;0
11.10.2021;#11;0
21.10.2021;#6;0
19.10.2021;#4;0
18.10.2021;#5;0
15.10.2021;#5;0
21.10.2021;#5;0
21.10.2021;#3;0
18.10.2021;#3;0
12.10.2021;#9;0
05.10.2021;#12;0
28.10.2021;#13;0
21.10.2021;#9;0
13.10.2021;#8;0
19.10.2021;#12;0
08.10.2021;#8;0
22.10.2021;#36;0
25.10.2021;#6;0
08.10.2021;#36;0
23.03.2021;#13;0
01.03.2021;#12;11304
25.03.2021;#14;10910,38
22.03.2021;#13;0
04.03.2021;#14;0
05.03.2021;#12;0
23.03.2021;#8;-581,82
24.03.2021;#8;0
20.10.2020;#16;0
30.10.2020;#16;0
12.10.2020;#16;0
29.10.2020;#16;0
10.10.2020;#16;0
13.10.2020;#5;0
19.10.2020;#6;0
29.10.2020;#6;0
27.10.2020;#6;0
23.10.2020;#5;0
21.10.2020;#5;0
04.11.2020;#5;0
26.10.2020;#3;0
29.10.2020;#8;0
11.10.2020;#3;0
07.10.2020;#9;0
21.10.2020;#12;0
28.10.2020;#13;9524,88
28.10.2020;#20;7355,75
29.10.2020;#12;0
27.10.2020;#14;0
29.10.2020;#14;0
06.12.2020;#12;0
18.10.2020;#12;0
26.10.2020;#8;0
23.10.2020;#8;0
05.10.2020;#8;0
04.02.2021;#5;0
19.02.2021;#11;0
02.02.2021;#6;0
24.02.2021;#6;36379,92
